voltage,kg/hr
2.34375,419.21131400783315
2.353515625,422.5424989190833
2.36328125,426.32584169259263
2.373046875,430.21004379760467
2.3828125,436.2911317804773
2.392578125,442.546585481401
2.40234375,451.3336690201709
2.412109375,455.0169435978726
2.421875,458.91702923188944
2.431640625,464.07299306513363
2.44140625,468.4544392883375
2.451171875,470.4877343675702
2.4609375,477.3656891296925
2.470703125,483.1078845997103
2.48046875,488.73089968427064
2.490234375,497.9140652735943
2.5,507.22559233445077
2.509765625,514.2908310344959
2.51953125,524.705533552937
2.529296875,531.2358171295577
2.5390625,536.557548518416
2.548828125,541.9163046805381
2.55859375,548.0512832001474
2.568359375,549.7790871476086
2.578125,552.9415648863935
2.587890625,555.0828552653863
2.59765625,557.1899261995452
2.607421875,558.482225516084
2.6171875,560.5229882595678
2.626953125,562.527190142883
2.63671875,567.9692194265684
2.646484375,573.4463036852031
2.65625,579.2609694585917
2.666015625,589.230350245541
2.67578125,599.3271657468908
2.685546875,602.6877715268349
2.6953125,607.2664933739941
2.705078125,611.5381324343592
2.71484375,615.8144529933808
2.724609375,620.0950623687612
2.734375,627.7518467
2.744140625,634.1849659
2.75390625,640.6645502
2.763671875,647.1906567
2.7734375,653.7633397
2.783203125,660.382651
2.79296875,667.04864
2.802734375,673.7613536
2.8125,680.5208366
2.822265625,687.3271315
2.83203125,694.1802787
2.841796875,701.0803169
2.8515625,708.0272827
2.861328125,715.0212112
2.87109375,722.0621358
2.880859375,729.1500887
2.890625,736.2851004
2.900390625,743.4672006
2.91015625,750.6964176
2.919921875,757.972779
2.9296875,765.2963114
2.939453125,772.6670411
2.94921875,780.0849935
2.958984375,787.5501938
2.96875,795.0626671
2.978515625,802.6224381
2.98828125,810.2295319
2.998046875,817.8839736
3.0078125,825.5857887
3.017578125,833.3350033
3.02734375,841.131644
3.037109375,848.9757385
3.046875,856.8673151
3.056640625,864.8064035
3.06640625,872.7930346
3.076171875,880.8272408
3.0859375,888.909056
3.095703125,897.0385158
3.10546875,905.215658
3.115234375,913.4405222
3.125,921.7131503
3.134765625,930.0335866
3.14453125,938.401878
3.154296875,946.8180741
3.1640625,955.2822273
3.173828125,963.7943929
3.18359375,972.3546298
3.193359375,980.9629999
3.203125,989.6195685
3.212890625,998.3244049
3.22265625,1007.077582
3.232421875,1015.879177
3.2421875,1024.72927
3.251953125,1033.627947
3.26171875,1042.575297
3.271484375,1051.571415
3.28125,1060.616399
3.291015625,1069.710354
3.30078125,1078.853387
3.310546875,1088.045614
3.3203125,1097.287152
3.330078125,1106.578126
3.33984375,1115.918667
3.349609375,1125.308909
3.359375,1134.748995
3.369140625,1144.239072
3.37890625,1153.779292
3.388671875,1163.369815
3.3984375,1173.010808
3.408203125,1182.702441
3.41796875,1192.444894
3.427734375,1202.23835
3.4375,1212.083003
3.447265625,1221.97905
3.45703125,1231.926695
3.466796875,1241.926152
3.4765625,1251.977639
3.486328125,1262.081383
3.49609375,1272.237615
3.505859375,1282.446577
3.515625,1292.708515
3.525390625,1303.023685
3.53515625,1313.392348
3.544921875,1323.814774
3.5546875,1334.291239
3.564453125,1344.822027
3.57421875,1355.407429
3.583984375,1366.047745
3.59375,1376.74328
3.603515625,1387.494348
3.61328125,1398.301269
3.623046875,1409.164372
3.6328125,1420.083993
3.642578125,1431.060473
3.65234375,1442.094163
3.662109375,1453.185419
3.671875,1464.334607
3.681640625,1475.542097
3.69140625,1486.808267
3.701171875,1498.133502
3.7109375,1509.518193
3.720703125,1520.962739
3.73046875,1532.467544
3.740234375,1544.03302
3.75,1555.659582
3.759765625,1567.347655
3.76953125,1579.097667
3.779296875,1590.910052
3.7890625,1602.785252
3.798828125,1614.723711
3.80859375,1626.725879
3.818359375,1638.792212
3.828125,1650.92317
3.837890625,1663.119216
3.84765625,1675.380818
3.857421875,1687.708448
3.8671875,1700.102582
3.876953125,1712.563698
3.88671875,1725.092277
3.896484375,1737.688802
3.90625,1750.35376
3.916015625,1763.087638
3.92578125,1775.890924
3.935546875,1788.764109
3.9453125,1801.707683
3.955078125,1814.722137
3.96484375,1827.80796
3.974609375,1840.965641
3.984375,1854.19567
3.994140625,1867.498531
4.00390625,1880.874709
4.013671875,1894.324685
4.0234375,1907.848936
4.033203125,1921.447937
4.04296875,1935.122156
4.052734375,1948.872056
4.0625,1962.698097
4.072265625,1976.60073
4.08203125,1990.580399
4.091796875,2004.63754
4.1015625,2018.772583
4.111328125,2032.985946
4.12109375,2047.278038
4.130859375,2061.649256
4.140625,2076.099988
4.150390625,2090.630608
4.16015625,2105.241477
4.169921875,2119.932942
4.1796875,2134.705333
4.189453125,2149.558969
4.19921875,2164.494148
4.208984375,2179.51115
4.21875,2194.610241
4.228515625,2209.791661
4.23828125,2225.055635
4.248046875,2240.402361
4.2578125,2255.832019
4.267578125,2271.344761
4.27734375,2286.940717
4.287109375,2302.619988
4.296875,2318.38265
4.306640625,2334.22875
4.31640625,2350.158302
4.326171875,2366.171293
4.3359375,2382.267676
4.345703125,2398.44737
4.35546875,2414.710258
4.365234375,2431.056189
4.375,2447.484973
4.384765625,2463.996379
4.39453125,2480.590137
4.404296875,2497.265936
4.4140625,2514.023417
4.423828125,2530.862181
4.43359375,2547.781778
4.443359375,2564.781712
4.453125,2581.861434
4.462890625,2599.020346
4.47265625,2616.257795
4.482421875,2633.573073
4.4921875,2650.965415
4.501953125,2668.433996
4.51171875,2685.977931
4.521484375,2703.596274
4.53125,2721.288012
4.541015625,2739.052065
4.55078125,2756.887287
4.560546875,2774.79246
4.5703125,2792.766294
4.580078125,2810.807422
4.58984375,2828.914404
4.599609375,2847.085718
4.609375,2865.319761
4.619140625,2883.614847
4.62890625,2901.969206
4.638671875,2920.380976
4.6484375,2938.848209
4.658203125,2957.368859
4.66796875,2975.94079
4.677734375,2994.561764
4.6875,3013.229444
4.697265625,3031.941391
4.70703125,3050.695059
4.716796875,3069.487794
4.7265625,3088.316833
4.736328125,3107.179296
4.74609375,3126.072189
4.755859375,3144.992399
4.765625,3163.936688
4.775390625,3182.901696
4.78515625,3201.883932
4.794921875,3220.879778
4.8046875,3239.885478
4.814453125,3258.897141
4.82421875,3277.910733
4.833984375,3296.922081
4.84375,3315.92686
4.853515625,3334.920599
4.86328125,3353.898671
4.873046875,3372.856294
4.8828125,3391.788523
4.892578125,3410.690252
4.90234375,3429.556207
4.912109375,3448.380941
4.921875,3467.158836
4.931640625,3485.884093
4.94140625,3504.550732
4.951171875,3523.152586
4.9609375,3541.683301
4.970703125,3560.136327
4.98046875,3578.504917
4.990234375,3596.782123
5.0,3614.960791
